Gene_E_Housekeeping,Gene_A_Oncogene,Gene_B_Immune,Gene_C_Stromal,Gene_D_Therapy,Pathway_Score_Inflam,UMAP_1,Cell_Type_Cancer,Cell_Type_Fibroblast,Cell_Type_T_Cell,Disease_Status_Healthy_Control,Disease_Status_Tumor
1.1362993349319426,-0.559201009657874,1.0381525946314354,-0.9749598089856178,-1.0836982047391648,0.7409741940287278,0.3277546906568218,0.0,0.0,1.0,0.0,1.0
0.7030901746183673,-0.7015356440802734,1.0632916282693037,-0.5124290553700818,-1.0833417215043974,1.0214012992679267,0.4486891577063482,0.0,0.0,1.0,0.0,1.0
-0.1358712890209246,-1.0180097605346845,1.0055682713806429,-0.8254739517409897,-0.8250290529931372,0.4012187228813721,0.16168023589517175,0.0,0.0,1.0,0.0,1.0
-1.8313060468869058,1.5252124457688916,-0.6194385054950498,-0.7505176316204912,1.3461342414290414,0.0919070455397759,-1.6373364920212758,1.0,0.0,0.0,0.0,1.0
-0.6718713229639696,-0.37804171302791917,-0.7807499252604359,1.4800033549459948,-0.4945050153652611,-1.071928889904161,1.2919898281360231,0.0,1.0,0.0,0.0,1.0
0.6750113863774138,-0.9587259761934376,1.3565215463263696,-0.6104082729717881,-0.4481905634037803,1.2043030448811327,0.15890203832163807,0.0,0.0,1.0,0.0,1.0
0.2289237237426451,-0.9303926419645333,1.3009385393523814,-0.8470379367197404,-1.0757055974533032,0.41386830011753883,-0.027280305924481902,0.0,0.0,1.0,1.0,0.0
-1.4533517541930807,-0.36113255251754933,-0.5808205030813292,1.2093841450603287,-0.007222009443374983,-0.7364084055107338,1.2545498180927286,0.0,1.0,0.0,0.0,1.0
-1.7109106227177215,1.2410763640681057,-0.5733398886850809,-0.8366698242384469,1.0298267443877367,0.0015960527824750242,-0.9347363566710831,1.0,0.0,0.0,0.0,1.0
0.14217452091184996,-0.9252378749612391,-0.7066677722933764,1.6444658657442046,-0.4712822041657483,-0.9698049479247908,1.1660284265199297,0.0,1.0,0.0,0.0,1.0
-1.06011013511864,-0.6422867318250429,-0.6936036063049512,1.0136538404584399,-0.8269534095566251,-1.5964622207356867,0.8432374525095033,0.0,1.0,0.0,0.0,1.0
-0.9729478899760292,1.1399103689359933,-0.6848393124984442,-0.7643930683102558,1.5296638564733243,-0.4323164754630385,-1.0090056155109335,1.0,0.0,0.0,0.0,1.0
0.6411038412350957,1.3415244610568011,-0.3449036396937491,-0.25919110385661137,1.0307803513009839,0.4750478702956363,-1.2596229483358081,1.0,0.0,0.0,0.0,1.0
1.2235024964005057,-0.8259271023566803,1.0272513748663026,-0.5485182680522251,-1.2058853209657157,0.7740712088668115,0.24731831597279424,0.0,0.0,1.0,0.0,1.0
-0.7797794985701063,-0.8053971344294106,-0.8427946947061647,1.6143967031695545,-0.5331015399344624,-0.47105937176225704,1.140114722431303,0.0,1.0,0.0,1.0,0.0
-0.10024085761995077,1.6707357441185644,-0.5051899206787394,-0.7614054149653979,1.2947709496759388,-0.04120156322773513,-1.1831877201896759,1.0,0.0,0.0,0.0,1.0
-0.12959229627951713,-1.1676396685663386,1.6189316660676478,-0.947593646534954,-0.5083750834165863,0.26202089640393256,0.23905538318780864,0.0,0.0,1.0,0.0,1.0
-0.2186065173483446,1.4644606063708847,-0.6191792533175896,-0.7158400411566256,1.3451466664007186,-0.21989923629403904,-1.1213411013367718,1.0,0.0,0.0,0.0,1.0
